repo	module	file_path	class_name	kind	extends	table_or_path	field_count	fields
aaag-integration	api-dtos	api-dtos/src/main/java/cars/ship/aaagintegration/dtos/out/AaagTransportationUpdateDataDto.java	AaagTransportationUpdateDataDto	dto			0	
aaag-integration	api-dtos	api-dtos/src/main/java/cars/ship/aaagintegration/dtos/out/ChargesEventDto.java	ChargesEventDto	dto			0	
aaag-integration	api-dtos	api-dtos/src/main/java/cars/ship/aaagintegration/dtos/out/AaagChargesDto.java	AaagChargesDto	dto			0	
aaag-integration	api-dtos	api-dtos/src/main/java/cars/ship/aaagintegration/dtos/out/AaagTransportationDoneDataDto.java	AaagTransportationDoneDataDto	dto			0	
aaag-integration	api-dtos	api-dtos/src/main/java/cars/ship/aaagintegration/dtos/in/AaagPullEventDto.java	AaagPullEventDto	dto			0	
aaag-integration	api-dtos	api-dtos/src/main/java/cars/ship/aaagintegration/dtos/in/AaagFileSourceDto.java	AaagFileSourceDto	dto			0	
aaag-integration	api-dtos	api-dtos/src/main/java/cars/ship/aaagintegration/dtos/in/AaagImportFileReceivedDto.java	AaagImportFileReceivedDto	dto			0	
aaag-integration	services	services/src/main/java/cars/ship/aaagintegration/storage/dto/LoadLegProcessingLockStorageEntity.java	LoadLegProcessingLockStorageEntity	dto	StorageEntity		0	
aaag-integration	services	services/src/main/java/cars/ship/aaagintegration/storage/dto/LoadLegInfoDto.java	LoadLegInfoDto	dto			8	location:String;loadLegId:String;shippingItemId:String;vehicleId:String;dealerId:String;stockNumber:String;checkInRecordedAt:Instant;createdAt:Instant
aaag-integration	services	services/src/main/java/cars/ship/aaagintegration/storage/dto/TransportationUpdateStorageEntity.java	TransportationUpdateStorageEntity	other	StorageEntity		0	
aaag-integration	services	services/src/main/java/cars/ship/aaagintegration/storage/dto/TransportationDoneStorageEntity.java	TransportationDoneStorageEntity	other	StorageEntity		0	
aaag-integration	services	services/src/main/java/cars/ship/aaagintegration/storage/dto/CheckInInfoDto.java	CheckInInfoDto	dto			7	dealerId:String;stockNumber:String;recordedAt:Instant;matchedLoadLegId:String;matchedShippingItemId:String;matchedVehicleId:String;createdAt:Instant
aaag-integration	services	services/src/main/java/cars/ship/aaagintegration/storage/dto/LoadLegsStorageEntity.java	LoadLegsStorageEntity	other	StorageEntity		0	
aaag-integration	services	services/src/main/java/cars/ship/aaagintegration/storage/dto/CheckInNotMatchedIndexStorageEntity.java	CheckInNotMatchedIndexStorageEntity	other	StorageEntity		0	
aaag-integration	services	services/src/main/java/cars/ship/aaagintegration/storage/dto/CheckInStorageEntity.java	CheckInStorageEntity	other	StorageEntity		0	
aaag-integration	services	services/src/main/java/cars/ship/aaagintegration/dtos/auctionedge/AuctionEdgeEventDetailDto.java	AuctionEdgeEventDetailDto	dto			0	
aaag-integration	services	services/src/main/java/cars/ship/aaagintegration/dtos/auctionedge/AuctionEdgeCheckInDto.java	AuctionEdgeCheckInDto	dto			0	
aaag-integration	services	services/src/main/java/cars/ship/aaagintegration/dtos/auctionedge/AuctionEdgeEventDto.java	AuctionEdgeEventDto	dto			0	
aaag-integration	services	services/src/main/java/cars/ship/aaagintegration/dtos/auctionedge/AuctionEdgeSellerDto.java	AuctionEdgeSellerDto	dto			0	
aaag-integration	services	services/src/main/java/cars/ship/aaagintegration/dtos/auctionedge/asi/InboundTransportationNoticeResponse.java	InboundTransportationNoticeResponse	dto			0	
aaag-integration	services	services/src/main/java/cars/ship/aaagintegration/dtos/auctionedge/asi/InboundTransportationAddChargeResponse.java	InboundTransportationAddChargeResponse	dto			0	
aaag-integration	services	services/src/main/java/cars/ship/aaagintegration/dtos/auctionedge/asi/InboundTransportationNotice.java	InboundTransportationNotice	dto			0	
aaag-integration	services	services/src/main/java/cars/ship/aaagintegration/dtos/auctionedge/asi/InboundTransportationAddCharge.java	InboundTransportationAddCharge	dto			0	
aaag-integration	services	services/src/main/java/cars/ship/aaagintegration/dtos/auctionedge/asi/InboundTransportationResponse.java	InboundTransportationResponse	dto			0	
aaag-integration	services	services/src/main/java/cars/ship/aaagintegration/dtos/auctionedge/asi/auth/AsiAuthTokenResponseDto.java	AsiAuthTokenResponseDto	dto			0	
aaag-integration	services	services/src/main/java/cars/ship/aaagintegration/dtos/auctionedge/asi/auth/AsiAuthParametersDto.java	AsiAuthParametersDto	dto			0	
aaag-integration	services	services/src/main/java/cars/ship/aaagintegration/dtos/auctionedge/asi/auth/AsiAuthResponseDto.java	AsiAuthResponseDto	dto			0	
aaag-integration	services	services/src/main/java/cars/ship/aaagintegration/dtos/auctionedge/asi/auth/AsiAuthDto.java	AsiAuthDto	dto			0	
aaag-integration	services	services/src/main/java/cars/ship/aaagintegration/listeners/EventMsg.java	EventMsg	dto			0	
aaag-integration	services	services/src/main/java/cars/ship/aaagintegration/services/impl/TransportationUpdateEventProcessServiceImpl.java	TransportationUpdateEventProcessServiceImpl	dto			33	asiChargesService:AsiChargesService;storageClient:StorageClient;storageEntityReader:StorageEntityReader;metadataService:MetadataService;transportationUpdateData:Pair<AaagTransportationUpdateDataDto, String>[];transportationUpdate:ChargesEventDto;res:Pair<AaagTransportationUpdateDataDto, String>[];storageInfoOpt:StorageInfo[];storageInfo:StorageInfo;item:AaagTransportationUpdateDataDto;updateEntity:TransportationUpdateStorageEntity;asiTransportationOrderId:String;updateEntity:TransportationUpdateStorageEntity;updatedData:ArrayList<AaagTransportationUpdateDataDto>;updateStorageEntity:TransportationUpdateStorageEntity;doneEntity:TransportationDoneStorageEntity;key:String;shippingItemId:String;vehicle:VehicleDto;vehicleId:String;updateEntity:TransportationUpdateStorageEntity;doneData:AaagTransportationDoneDataDto;doneEntity:TransportationDoneStorageEntity;sentCharges:AaagChargesDto[];syncOnChangedFields:String[];sentCharges:AaagChargesDto[];vehicle:VehicleDto;aaagTransportationDoneData:AaagTransportationDoneDataDto;dealerIdAndName:DealerIdAndName;currentCharges:AaagChargesDto[];currentChargeIds:String[];updatedCharges:ArrayList<AaagChargesDto>;sentCharge:AaagChargesDto
aaag-integration	services	services/src/main/java/cars/ship/aaagintegration/services/impl/TransportationProcessingUtils.java	TransportationProcessingUtils	dto			8	contact:ContactDto;dealerName:String;customer:ContactDto;dealerName:String;vin:String;customInfo:String;stopWatch:var;elapsedTimeSeconds:long
aaag-integration	services	services/src/main/java/cars/ship/aaagintegration/services/impl/TransportationDoneEventProcessServiceImpl.java	TransportationDoneEventProcessServiceImpl	dto			80	asiPushService:AsiPushService;objectSerializer:ObjectSerializer;storageClient:StorageClient;storageEntityReader:StorageEntityReader;inventoryService:InventoryService;metadataService:MetadataService;asiChargesService:AsiChargesService;postingService:PostingService;storageCleanupService:StorageCleanupServiceImpl;transportationDoneData:AaagTransportationDoneDataDto[];loadLegsStorageEntity:LoadLegsStorageEntity;transportationDoneData:AaagTransportationDoneDataDto[];chargesEvent:ChargesEventDto;transportationDoneToSend:AtomicReference<ChargesEventDto>;asiTransportationOrderId:AtomicReference<String>;cleanupChargesRef:AtomicReference<CleanupCharges>;doneEntity:TransportationDoneStorageEntity;auctionId:String;delayedEventProcessResult:AtomicReference<DelayedEventProcessResult>;doneEntity:TransportationDoneStorageEntity;storageKeyId:String;companyId:String;storageKeyId:String;shouldCreateTransportationDoneEvent:ShouldCreateTransportationDone;checkInRecordedAt:Instant;isDoneEventAlreadySent:boolean;dataBuilder:AaagTransportationDoneDataDtoBuilder;loadLegsStorageEntity:LoadLegsStorageEntity;shippingItemId:String;shippingItem:ShippingItemWithDriverDto;resolvedStatus:ShippingItemStatusEnum;doneEntityOldKey:String;clonedEntity:TransportationDoneStorageEntity;asiChargeToRemove:AaagChargesDto[];updateKey:String;updateEntity:TransportationUpdateStorageEntity;updateEntityOldVinKey:String;clonedEntity:TransportationUpdateStorageEntity;vin:String;companyId:String;checkInStorageEntityKey:String;checkInInfo:CheckInStorageEntity;loadLegStorageKey:String;loadLegStorageKeyLeadingZeros:String;matchedInfo:Pair<LoadLegInfoDto, CheckInInfoDto>;loadLegInfo:LoadLegInfoDto;transportationDoneStorageKey:String;existingEntity:TransportationDoneStorageEntity;asiTransportationOrderIdRef:AtomicReference<String>;loadLegsStorageEntity:LoadLegsStorageEntity;checkInStorageEntityKey:String;checkInStorageEntity:CheckInStorageEntity;doneEntity:TransportationDoneStorageEntity;matchedInfo:Pair<LoadLegInfoDto, CheckInInfoDto>;doneEntity:TransportationDoneStorageEntity;transportationData:AaagTransportationDoneDataDto;auctionId:String;orderId:String;matchedLoadLegInfo:LoadLegInfoDto;matchedCheckInInfo:CheckInInfoDto;matchedLoadLegId:String;matchedShippingItemId:String;companyId:String;checkInRecordedAt:Instant;loadLegStorageKey:String;loadLegInfo:LoadLegInfoDto;existingLoadLegInfo:LoadLegInfoDto;checkInSortedFirstNewer:CheckInInfoDto[];loadLegDealerId:String;loadLegStockNumber:String;foundCheckIn:CheckInInfoDto;foundCheckIn:CheckInInfoDto;foundCheckIn:CheckInInfoDto;res:AaagTransportationDoneDataDto[];shippingItemId:String;shippingItem:ShippingItemWithDriverDto;addShippingItem:boolean;aaagTransportationDoneData:AaagTransportationDoneDataDto;vehicle:VehicleDto;resolvedShippingItemStatus:ShippingItemStatusEnum
aaag-integration	services	services/src/main/java/cars/ship/aaagintegration/services/impl/MatchNonDescriptCheckInEventServiceImpl.java	MatchNonDescriptCheckInEventServiceImpl	dto			56	storageClient:StorageClient;storageEntityReader:StorageEntityReader;postingService:PostingService;aaagConfig:AaagConfig;storageCleanupService:StorageCleanupServiceImpl;res:Pair<CheckInStorageEntity, CheckInInfoDto>;checkInEntity:CheckInStorageEntity;latestNotMatchedCheckInEvent:CheckInInfoDto;matchedLoadAndShippingItemDelivered:MatchedInfoDto;matchedLoadAndShippingItemDispatchedPickedUp:MatchedInfoDto;matchedLoadAndShippingItem:MatchedInfoDto;loadLegId:String;shippingItemId:String;vehicleId:String;eventMatchType:String;searchMatchResult:AtomicReference<SearchMatchResult>;res:Pair<CheckInStorageEntity, CheckInInfoDto>;checkInEntity:CheckInStorageEntity;latestNotMatchedCheckInEvent:CheckInInfoDto;matchResults:MatchNonDescriptResults;companyId:String;vin:String;updated:AtomicBoolean;checkInEntity:CheckInStorageEntity;latestNotMatchedCheckInEvent:CheckInInfoDto;loadLegId:String;shippingItemId:String;vehicleId:String;eventMatchType:String;key:String;checkInEntity:CheckInStorageEntity;latestNotMatchedCheckInEvent:CheckInInfoDto;hasYMM:boolean;vin:String;matchResults:MatchNonDescriptResults;processedLoadLegIds:String[];result:PageDto<FullLoadLegDto>;contentToProcess:FullLoadLegDto[];byStockNumber:MatchedInfoDto;byLast6VinChars:MatchedInfoDto;loads:FullLoadLegDto[];matchedByShippingItemCustomerLocationId:MatchedInfoDto;matchedByLoadLocationId:MatchedInfoDto;matchedByPickupLocationId:MatchedInfoDto;matchedByDeliveryLocationId:MatchedInfoDto;checkInDealerId:String;checkInVin:String;checkInStockNumber:String;shippingItems:ShippingItemWithDriverDto[];itemWithStockNumberMatched:ShippingItemWithDriverDto;itemWithLast6VinCharsMatched:ShippingItemWithDriverDto;itemWithEmptyStockNumber:ShippingItemWithDriverDto;last6VinChars:String;pattern:String;pattern:String;asiLastVinChars:String
ai-dashboard-backend	ai-dashboard-backend	src/main/java/cars/ship/aidashboard/dto/CityRevDto.java	CityRevDto	dto			0	
ai-dashboard-backend	ai-dashboard-backend	src/main/java/cars/ship/aidashboard/dto/StateDto.java	StateDto	dto			0	
ai-dashboard-backend	ai-dashboard-backend	src/main/java/cars/ship/aidashboard/dto/StateRevDto.java	StateRevDto	dto			0	
ai-dashboard-backend	ai-dashboard-backend	src/main/java/cars/ship/aidashboard/dto/CityDto.java	CityDto	dto			0	
ai-dashboard-backend	ai-dashboard-backend	src/main/java/cars/ship/aidashboard/dto/assistant/UiContext.java	UiContext	dto			0	
ai-dashboard-backend	ai-dashboard-backend	src/main/java/cars/ship/aidashboard/dto/assistant/ClarificationContext.java	ClarificationContext	dto			0	
ai-dashboard-backend	ai-dashboard-backend	src/main/java/cars/ship/aidashboard/dto/assistant/ClarificationDto.java	ClarificationDto	dto			0	
ai-dashboard-backend	ai-dashboard-backend	src/main/java/cars/ship/aidashboard/dto/assistant/DashboardOperation.java	DashboardOperation	dto			0	
ai-dashboard-backend	ai-dashboard-backend	src/main/java/cars/ship/aidashboard/dto/assistant/SupportedVisualizations.java	SupportedVisualizations	dto			0	
ai-dashboard-backend	ai-dashboard-backend	src/main/java/cars/ship/aidashboard/dto/assistant/FilterSpec.java	FilterSpec	dto			0	
ai-dashboard-backend	ai-dashboard-backend	src/main/java/cars/ship/aidashboard/dto/assistant/AssistantMessageRequest.java	AssistantMessageRequest	dto			0	
ai-dashboard-backend	ai-dashboard-backend	src/main/java/cars/ship/aidashboard/dto/assistant/WidgetIr.java	WidgetIr	dto			0	
ai-dashboard-backend	ai-dashboard-backend	src/main/java/cars/ship/aidashboard/dto/assistant/LlmResponsePayload.java	LlmResponsePayload	dto			0	
ai-dashboard-backend	ai-dashboard-backend	src/main/java/cars/ship/aidashboard/dto/assistant/MetricSpec.java	MetricSpec	dto			0	
ai-dashboard-backend	ai-dashboard-backend	src/main/java/cars/ship/aidashboard/dto/assistant/MetricDefinition.java	MetricDefinition	dto			0	
ai-dashboard-backend	ai-dashboard-backend	src/main/java/cars/ship/aidashboard/dto/assistant/DataCatalogSummary.java	DataCatalogSummary	dto			0	
ai-dashboard-backend	ai-dashboard-backend	src/main/java/cars/ship/aidashboard/dto/assistant/TimeFilter.java	TimeFilter	dto			0	
ai-dashboard-backend	ai-dashboard-backend	src/main/java/cars/ship/aidashboard/dto/assistant/DataCatalog.java	DataCatalog	dto			0	
ai-dashboard-backend	ai-dashboard-backend	src/main/java/cars/ship/aidashboard/dto/assistant/DatasetDefinition.java	DatasetDefinition	dto			0	
ai-dashboard-backend	ai-dashboard-backend	src/main/java/cars/ship/aidashboard/dto/assistant/DimensionDefinition.java	DimensionDefinition	dto			0	
ai-dashboard-backend	ai-dashboard-backend	src/main/java/cars/ship/aidashboard/dto/assistant/LlmRequestPayload.java	LlmRequestPayload	dto			0	
ai-dashboard-backend	ai-dashboard-backend	src/main/java/cars/ship/aidashboard/dto/assistant/WidgetDto.java	WidgetDto	dto			0	
ai-dashboard-backend	ai-dashboard-backend	src/main/java/cars/ship/aidashboard/dto/assistant/AssistantResponse.java	AssistantResponse	dto			0	
ai-dashboard-backend	ai-dashboard-backend	src/main/java/cars/ship/aidashboard/dto/assistant/data/KpiData.java	KpiData	dto			0	
ai-dashboard-backend	ai-dashboard-backend	src/main/java/cars/ship/aidashboard/dto/assistant/data/LineChartData.java	LineChartData	dto			0	
ai-dashboard-backend	ai-dashboard-backend	src/main/java/cars/ship/aidashboard/dto/assistant/data/BarChartData.java	BarChartData	dto			0	
ai-dashboard-backend	ai-dashboard-backend	src/main/java/cars/ship/aidashboard/dto/assistant/data/TableData.java	TableData	dto			0	
ai-dashboard-backend	ai-dashboard-backend	src/main/java/cars/ship/aidashboard/dto/assistant/data/PieChartData.java	PieChartData	dto			0	
ai-dashboard-backend	ai-dashboard-backend	src/main/java/cars/ship/aidashboard/dto/pubsub/CommandPubSubDto.java	CommandPubSubDto	dto			0	
ai-dashboard-backend	ai-dashboard-backend	src/main/java/cars/ship/aidashboard/entity/StateEntity.java	StateEntity	jpa	BaseDbEntity	states	2	name:String;region:String
ai-dashboard-backend	ai-dashboard-backend	src/main/java/cars/ship/aidashboard/entity/CityEntity.java	CityEntity	jpa	BaseDbEntity	cities	1	name:String
attachment-backend	api-dtos	api-dtos/src/main/java/cars/ship/attachment/dtos/CreateAttachmentByUrlDto.java	CreateAttachmentByUrlDto	dto			0	
attachment-backend	api-dtos	api-dtos/src/main/java/cars/ship/attachment/dtos/AttachmentDto.java	AttachmentDto	dto			0	
attachment-backend	api-dtos	api-dtos/src/main/java/cars/ship/attachment/dtos/CreateAttachmentDto.java	CreateAttachmentDto	dto			0	
attachment-backend	db-entities	db-entities/src/main/java/cars/ship/attachment/entities/AttachmentEntity.java	AttachmentEntity	jpa	BaseEntity	attachments	11	companyId:String;publicUrl:String;fileName:String;status:AttachmentStatusEnum;downloadUrl:String;downloadError:String;size:long;autoDeleteAt:Instant;storagePath:String;mimeType:String;thumbnailUrl:String
attachment-backend	db-entities	db-entities/src/main/java/cars/ship/attachment/entities/Attachment.java	Attachment	dto			15	id:Long;publicId:String;createdAt:Instant;modifiedAt:Instant;companyId:String;publicUrl:String;fileName:String;status:AttachmentStatusEnum;downloadUrl:String;downloadError:String;size:long;autoDeleteAt:Instant;storagePath:String;mimeType:String;thumbnailUrl:String
attachment-backend	services	services/src/main/java/cars/ship/attachment/services/StorageService.java	BlobMetadata	dto			0	
attachment-backend	services	services/src/main/java/cars/ship/attachment/services/vos/CreateAttachmentVo.java	CreateAttachmentVo	dto			0	
attachment-backend	services	services/src/main/java/cars/ship/attachment/services/impl/AttachmentStorageServiceImpl.java	AttachmentStorageServiceImpl	dto			44	managedExecutor:ManagedExecutor;storageService:StorageService;thumbnailGeneratorService:ThumbnailGeneratorService;attachmentRepositoryService:AttachmentRepositoryServiceImpl;attachmentId:String;downloadUrl:String;res:DownloadResult;storagePath:String;metadata:var;blobMeta:var;mediaType:MediaType;uri:URI;path:String;filenameAndExt:Pair<String, String>;basename:String;extension:String;filenameAndExt:var;basename:var;extension:var;extension:String;basename:String;subPaths:String[];attachment:Attachment;downloadData:StoredDownloadData;dataLength:long;thumbnailUrl:String;publicUrl:String;publicId:String;storagePath:String;thumbnailUrl:String;storagePath:String;allowed:boolean;storagePath:String;publicUrl:String;url:URL;maxAllowedBytes:long;connectionTimeoutMs:int;readTimeoutMs:int;temp:Path;tempFile:File;msg:String[];bytes:byte[];thumbnailData:byte[];thumbnailPath:String
attachment-backend	services	services/src/main/java/cars/ship/attachment/services/events/AttachmentCreatedEvent.java	AttachmentCreatedEvent	dto			0	
autoims-backend	api-services	api-services/src/main/java/cars/ship/autoims/application/units/impl/UnitsFilterProperties.java	UnitsFilterProperties	dto			9	searchData:AutoImsUnitDto;companyId:String;id:String;advanceSearch:String;field:String;createdAfter:Instant;createdBefore:Instant;modifiedAfter:Instant;modifiedBefore:Instant
autoims-backend	infra	infra/src/main/java/cars/ship/autoims/infra/config/AutoImsClientConfig.java	AutoImsClientConfig	dto			13	autoImsServer:AutoImsServer;baseUrl:String;pullEndpoint:String;pushEndpoint:String;username:String;password:String;requesterId:String;timeZone:String;initialSyncDaysCutoff:Integer;proxyHost:String;proxyPort:Integer;requestsPerMinuteReadData:Integer;requestsPerMinuteUpdateData:Integer
autoims-backend	api-dtos	api-dtos/src/main/java/cars/ship/autoims/dtos/commons/OptionDto.java	OptionDto	dto			0	
autoims-backend	api-dtos	api-dtos/src/main/java/cars/ship/autoims/dtos/commons/TimeMetaDto.java	TimeMetaDto	dto			0	
autoims-backend	api-dtos	api-dtos/src/main/java/cars/ship/autoims/dtos/companyconfig/CompanyConfigSyncToDto.java	CompanyConfigSyncToDto	dto			0	
autoims-backend	api-dtos	api-dtos/src/main/java/cars/ship/autoims/dtos/companyconfig/CompanyConfigDto.java	CompanyConfigDto	dto			0	
autoims-backend	api-dtos	api-dtos/src/main/java/cars/ship/autoims/dtos/companyconfig/CompanyConfigSyncToUpdateDto.java	CompanyConfigSyncToUpdateDto	dto			0	
autoims-backend	api-dtos	api-dtos/src/main/java/cars/ship/autoims/dtos/companyconfig/CompanyConfigSyncFromDto.java	CompanyConfigSyncFromDto	dto			0	
autoims-backend	api-dtos	api-dtos/src/main/java/cars/ship/autoims/dtos/companyconfig/CompanyConfigSyncToTransportDto.java	CompanyConfigSyncToTransportDto	dto			0	
autoims-backend	api-dtos	api-dtos/src/main/java/cars/ship/autoims/dtos/companyconfig/CompanyConfigUpdateDto.java	CompanyConfigUpdateDto	dto			0	
autoims-backend	api-dtos	api-dtos/src/main/java/cars/ship/autoims/dtos/companyconfig/CompanyConfigSyncFromUpdateDto.java	CompanyConfigSyncFromUpdateDto	dto			0	
autoims-backend	api-dtos	api-dtos/src/main/java/cars/ship/autoims/dtos/companyconfig/CompanyConfigUpdateSyncTimesDto.java	CompanyConfigUpdateSyncTimesDto	dto			0	
autoims-backend	api-dtos	api-dtos/src/main/java/cars/ship/autoims/dtos/companyconfig/CompanyConfigSyncFromNotesDto.java	CompanyConfigSyncFromNotesDto	dto			0	
autoims-backend	api-dtos	api-dtos/src/main/java/cars/ship/autoims/dtos/units/AutoImsUnitUpdateDto.java	AutoImsUnitUpdateDto	dto			0	
autoims-backend	api-dtos	api-dtos/src/main/java/cars/ship/autoims/dtos/units/AutoImsUnitDto.java	AutoImsUnitDto	dto			0	
autoims-backend	api-dtos	api-dtos/src/main/java/cars/ship/autoims/dtos/units/AutoImsNoteDto.java	AutoImsNoteDto	dto			0	
autoims-backend	api-dtos	api-dtos/src/main/java/cars/ship/autoims/dtos/units/ListAutoImsUnitsDto.java	ListAutoImsUnitsDto	dto			0	
autoims-backend	api-dtos	api-dtos/src/main/java/cars/ship/autoims/dtos/units/AutoImsFilterDto.java	AutoImsFilterDto	dto			0	
autoims-backend	api-dtos	api-dtos/src/main/java/cars/ship/autoims/dtos/sync/SyncJobIdentityDto.java	SyncJobIdentityDto	dto			0	
autoims-backend	api-dtos	api-dtos/src/main/java/cars/ship/autoims/dtos/sync/SyncSummaryReportDto.java	SyncSummaryReportDto	dto			0	
autoims-backend	api-dtos	api-dtos/src/main/java/cars/ship/autoims/dtos/sync/SyncJobDto.java	SyncJobDto	dto			0	
autoims-backend	db-entities	db-entities/src/main/java/cars/ship/autoims/db/entities/companyconfig/CompanyConfigNotesJsonEntity.java	CompanyConfigNotesJsonEntity	dto			0	
autoims-backend	db-entities	db-entities/src/main/java/cars/ship/autoims/db/entities/companyconfig/CompanyConfigTransportJsonEntity.java	CompanyConfigTransportJsonEntity	dto			0	
autoims-backend	db-entities	db-entities/src/main/java/cars/ship/autoims/db/entities/companyconfig/CompanyConfigDbEntity.java	CompanyConfigDbEntity	jpa	BaseDbEntity	company_config	28	authType:AuthenticationTypeEnum;secretKey:String;secretValue:String;requesterId:String;syncToAutoImsDisabled:boolean;syncToAutoImsCronEnabled:boolean;syncFromAutoImsCronEnabled:boolean;syncToAutoImsBaseUrl:String;syncToAutoImsEndpoint:String;syncFromAutoImsBaseUrl:String;syncFromAutoImsEndpoint:String;syncFromAutoImsFormat:String;syncToAutoImsIntervalMinutes:int;syncFromAutoImsPutOnHold:boolean;syncFromAutoImsIntervalMinutes:int;syncToAutoImsLast:Instant;syncToAutoImsLastSuccessful:Instant;syncToAutoImsLastStatus:SyncJobStatusEnum;syncToAutoImsNext:Instant;syncFromAutoImsLast:Instant;syncFromAutoImsLastSuccessful:Instant;syncFromAutoImsLastStatus:SyncJobStatusEnum;syncFromAutoImsNext:Instant;syncToEnabledEvents:TransportStatusEnum[];syncFromEnabledStatuses:String[];syncFromArchiveStatuses:String[];syncFromNotesConfig:CompanyConfigNotesJsonEntity;syncToTransportConfig:CompanyConfigTransportJsonEntity
autoims-backend	db-entities	db-entities/src/main/java/cars/ship/autoims/db/entities/units/AutoImsNoteDbEntity.java	AutoImsNoteDbEntity	jpa	BaseDbEntity	autoims_notes	5	text:String;createdBy:String;externalCreatedAt:Instant;syncedToAutoIms:boolean;syncedFromAutoIms:boolean
autoims-backend	db-entities	db-entities/src/main/java/cars/ship/autoims/db/entities/units/AddressInfoDbEmbedded.java	AddressInfoDbEmbedded	embedded			7	name:String;companyName:String;phone:String;address:String;city:String;state:String;zip:String
autoims-backend	db-entities	db-entities/src/main/java/cars/ship/autoims/db/entities/units/AutoImsUnitDbEntity.java	AutoImsUnitDbEntity	jpa	BaseDbEntity	autoims_units	28	companyId:String;externalId:String;inventoryUnitId:String;loadLegId:String;autoImsStatus:String;transportStatus:TransportStatusEnum;estimatedPickupDate:LocalDate;actualPickupDate:LocalDate;estimatedDeliveryDate:LocalDate;actualDeliveryDate:LocalDate;autoImsPickupDate:LocalDate;vin:String;year:short;vehicleType:String;operableType:OperableTypeEnum;dispatchInstructions:String;pickup:AddressInfoDbEmbedded;delivery:AddressInfoDbEmbedded;clientId:String;customerName:String;customerCompanyName:String;customerPhone:String;dispatchTime:Instant;loadCreationTime:Instant;lastUpdatedFromSystem:Instant;transportInfo:TransportInfoJsonEntity;notes:AutoImsNoteDbEntity[];lastTransportUpdatedSha:String
autoims-backend	db-entities	db-entities/src/main/java/cars/ship/autoims/db/entities/units/TransportInfoJsonEntity.java	TransportInfoJsonEntity	dto			0	
autoims-backend	db-entities	db-entities/src/main/java/cars/ship/autoims/db/entities/sync/SyncJobDbEntity.java	SyncJobDbEntity	jpa	BaseDbEntity	sync_jobs	7	companyId:String;inventoryJobId:String;status:SyncJobStatusEnum;startedAt:Instant;finishedAt:Instant;syncSummary:String;syncType:SyncTypeEnum
autoims-backend	db-entities	db-entities/src/main/java/cars/ship/autoims/db/entities/sync/SyncJobUnitDbEntity.java	SyncJobUnitDbEntity	jpa	BaseDbEntity	sync_jobs_units	7	autoImsUnit:AutoImsUnitDbEntity;syncJob:SyncJobDbEntity;status:SyncJobUnitStatusEnum;type:SyncJobUnitTypeEnum;errors:String;startedAt:Instant;finishedAt:Instant
autoims-backend	shared-services	shared-services/src/main/java/cars/ship/autoims/temporal/syncto/dtos/FetchUnitsForUpdateOutDto.java	FetchUnitsForUpdateOutDto	dto			0	
autoims-backend	shared-services	shared-services/src/main/java/cars/ship/autoims/temporal/syncto/dtos/FetchUnitsForUpdateInDto.java	FetchUnitsForUpdateInDto	dto			0	
autoims-backend	shared-services	shared-services/src/main/java/cars/ship/autoims/temporal/syncto/dtos/SyncToWorkflowInDto.java	SyncToWorkflowInDto	dto			0	
autoims-backend	shared-services	shared-services/src/main/java/cars/ship/autoims/temporal/syncto/dtos/UpdateLastSuccessfulSyncActivityInDto.java	UpdateLastSuccessfulSyncActivityInDto	dto			0	
autoims-backend	shared-services	shared-services/src/main/java/cars/ship/autoims/temporal/syncto/dtos/SyncToActivityInDto.java	SyncToActivityInDto	dto			0	
autoims-backend	shared-services	shared-services/src/main/java/cars/ship/autoims/temporal/syncto/dtos/SyncToWorkflowOutDto.java	SyncToWorkflowOutDto	dto			0	
autoims-backend	shared-services	shared-services/src/main/java/cars/ship/autoims/temporal/syncto/dtos/UpdateLastSyncActivityInDto.java	UpdateLastSyncActivityInDto	dto			0	
autoims-backend	shared-services	shared-services/src/main/java/cars/ship/autoims/config/AutoImsConfig.java	AutoImsConfig	dto			24	security:Security;system:System;pubsub:Pubsub;schedulerPool:SchedulerPool;autoImsServer:AutoImsServer;defaultCompanyConfig:DefaultCompanyConfig;baseUrl:String;pullEndpoint:String;pushEndpoint:String;syncFromEnabled:Boolean;syncToEnabled:Boolean;syncFromPutOnHold:Boolean;syncToIntervalMinutes:Integer;syncFromIntervalMinutes:Integer;syncFromFormat:String;corsAllowedOrigins:String[];podId:String;apiPath:String;env:String;worker:String;worker:String;topics:Topics;subscriptions:Subscriptions;size:int
autoims-backend	shared-services	shared-services/src/main/java/cars/ship/autoims/sync/SyncToAutoImsServiceResponse.java	SyncToAutoImsServiceResponse	dto			0	
